search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,O43294,TGFB1I1,"Transforming growth factor beta-1-induced transcript 1 protein",,"TGFI1_HUMAN, TGFB1I1, ARA55","Cell junction, Focal adhesion, Nucleus matrix, Cytoplasm, Cytoskeleton","O43294 TGFI1_HUMAN Transforming growth factor beta-1-induced transcript 1 protein O43294,B2R8D5,Q9BPW3,Q9Y2V5 Androgen receptor coactivator 55 kDa protein, Androgen receptor-associated protein of 55 kDa, Hydrogen peroxide-inducible clone 5 protein ARA55","cytoskeleton, cytosol, focal adhesion, nuclear matrix, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TGFI1_HUMAN,https://cansarblack.icr.ac.uk/target/O43294/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9BPZ7,MAPKAP1,"Target of rapamycin complex 2 subunit MAPKAP1",,"SIN1_HUMAN, MAPKAP1, MIP1, SIN1","Cell membrane, Cytoplasmic vesicle, Nucleus","Q9BPZ7 SIN1_HUMAN Target of rapamycin complex 2 subunit MAPKAP1 Q9BPZ7,A8K1Z5,B1AMA4,B7Z309,Q00426,Q5JSV5,Q5JSV6,Q5JSV9,Q658R0,Q699U1,Q699U2,Q699U3,Q699U4,Q6GVJ0,Q6GVJ1,Q6GVJ2 Mitogen-activated protein kinase 2-associated protein 1, Stress-activated map kinase-interacting protein 1 MIP1, SIN1","cytoplasm, cytoplasmic vesicle, cytosol, golgi apparatus, nucleoplasm, plasma membrane, torc2 complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SIN1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9BPZ7/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O60216,RAD21,"Double-strand-break repair protein rad21 homolog",,"RAD21_HUMAN, RAD21, HR21, KIAA0078, NXP1, SCC1","Nucleus, Nucleus matrix, Chromosome, Chromosome, Centromere, Cytoplasm, Cytoskeleton, Spindle pole, Cytoplasm, Cytosol, Nucleus","O60216 RAD21_HUMAN Double-strand-break repair protein rad21 homolog O60216,A8K0E0,Q15001,Q99568 Nuclear matrix protein 1, SCC1 homolog HR21, KIAA0078, NXP1, SCC1","chromatin, chromosome, chromosome, cohesin complex, cytosol, membrane, nuclear matrix, nuclear meiotic cohesin complex, nuclear mitotic cohesin complex, nucleoplasm, spindle pole, synaptonemal complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RAD21_HUMAN,https://cansarblack.icr.ac.uk/target/O60216/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q8TAI7,RHEBL1,"GTPase RhebL1",,"REBL1_HUMAN, RHEBL1","Endomembrane system, Cytoplasm","Q8TAI7 REBL1_HUMAN GTPase RhebL1 Q8TAI7,Q56VH8 Ras homolog enriched in brain like-1 c, Ras homolog enriched in brain-like protein 1, Rheb2 ","cytoplasm, endomembrane system, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=REBL1_HUMAN,https://cansarblack.icr.ac.uk/target/Q8TAI7/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q7Z7L7,ZER1,"Protein zer-1 homolog",,"ZER1_HUMAN, ZER1, C9orf60, ZYG, ZYG11BL",,"Q7Z7L7 ZER1_HUMAN Protein zer-1 homolog Q7Z7L7,O00156,Q5T272,Q5T273 Hzyg, Zyg-11 homolog B-like protein, Zyg11b-like protein C9orf60, ZYG, ZYG11BL","cul2-ring ubiquitin ligase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ZER1_HUMAN,https://cansarblack.icr.ac.uk/target/Q7Z7L7/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O43318,MAP3K7,"Mitogen-activated protein kinase kinase kinase 7",2.7.11.25,"M3K7_HUMAN, MAP3K7, TAK1","Cytoplasm, Cell membrane","O43318 M3K7_HUMAN Mitogen-activated protein kinase kinase kinase 7 O43318,B2RE27,E1P523,O43317,O43319,Q5TDN2,Q5TDN3,Q5TDT7,Q9NTR3,Q9NZ70 Transforming growth factor-beta-activated kinase 1 TAK1","ada2/gcn5/ada3 transcription activator complex, cytosol, endosome membrane, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=M3K7_HUMAN,https://cansarblack.icr.ac.uk/target/O43318/synopsis,"34.87|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,,,,,,0,,0,-0.2,77,,,,,,,,,,
,P11532,DMD,Dystrophin,,"DMD_HUMAN, DMD","Cell membrane, Sarcolemma, Cytoplasm, Cytoskeleton, Cell junction, Synapse, Postsynaptic cell membrane","P11532 DMD_HUMAN Dystrophin P11532,A1L0U9,E7EQR9,E7EQS5,E7ESB2,E9PDN1,E9PDN5,F5GZY3,F8VX32,Q02295,Q14169,Q14170,Q5JYU0,Q6NSJ9,Q7KZ48,Q8N754,Q9UCW3,Q9UCW4  ","cell surface, cell-substrate junction, costamere, cytoskeleton, cytosol, dystrophin-associated glycoprotein complex, filopodium, filopodium membrane, membrane raft, neuron projection terminus, nucleus, plasma membrane, postsynaptic membrane, protein-containing complex, sarcolemma, synapse, syntrophin complex, z disc",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DMD_HUMAN,https://cansarblack.icr.ac.uk/target/P11532/synopsis,,,,,,,,0,,0,0.55,85,,,,,,,,,,
,Q9NYG5,ANAPC11,"Anaphase-promoting complex subunit 11",,"APC11_HUMAN, ANAPC11","Cytoplasm, Nucleus","Q9NYG5 APC11_HUMAN Anaphase-promoting complex subunit 11 Q9NYG5,A8MTT2,B7ZW64,Q502X9,Q9BW64,Q9P0R2 Cyclosome subunit 11, Hepatocellular carcinoma-associated RING finger protein ","anaphase-promoting complex, cullin-ring ubiquitin ligase complex, cytosol, nucleolus, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=APC11_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NYG5/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P10276,RARA,"Retinoic acid receptor alpha",,"RARA_HUMAN, RARA, NR1B1","Nucleus, Cytoplasm","P10276 RARA_HUMAN Retinoic acid receptor alpha P10276,B8Y636,P78456,Q13440,Q13441,Q96S41,Q9NQS0 Nuclear receptor subfamily 1 group B member 1 NR1B1","actin cytoskeleton, cell surface, chromatin, cytoplasm, cytosol, nucleolus, nucleoplasm, nucleus, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RARA_HUMAN,https://cansarblack.icr.ac.uk/target/P10276/synopsis,"100.00|P10276|RARA|ALITRETINOIN,ISOTRETINOIN,TRETINOIN|Whole:::Protein","100.00|P10276|RARA|ALITRETINOIN,ISOTRETINOIN,TRETINOIN|Whole:::Protein||83.84|P13631|RARG|ADAPALENE,ALITRETINOIN,BEXAROTENE,ETRETINATE,ISOTRETINOIN,TAZAROTENE,TRETINOIN,TRIFAROTENE|Whole:::Protein||82.12|P10826|RARB|ACITRETIN,ADAPALENE,ALITRETINOIN,BEXAROTENE,ETRETINATE,ISOTRETINOIN,TAZAROTENE,TRETINOIN|Whole:::Protein","100.00|P10276|RARA|ALITRETINOIN,ISOTRETINOIN,TRETINOIN|Whole:::Protein||83.84|P13631|RARG|ADAPALENE,ALITRETINOIN,BEXAROTENE,ETRETINATE,ISOTRETINOIN,TAZAROTENE,TRETINOIN,TRIFAROTENE|Whole:::Protein||82.12|P10826|RARB|ACITRETIN,ADAPALENE,ALITRETINOIN,BEXAROTENE,ETRETINATE,ISOTRETINOIN,TAZAROTENE,TRETINOIN|Whole:::Protein||37.46|P10827|THRA|DEXTROTHYROXINE,DEXTROTHYROXINE SODIUM,LEVOTHYROXINE,LEVOTHYROXINE SODIUM,LIOTHYRONINE,LIOTHYRONINE SODIUM|Whole:::Protein||37.36|P10828|THRB|DEXTROTHYROXINE,DEXTROTHYROXINE SODIUM,LEVOTHYROXINE,LEVOTHYROXINE SODIUM,LIOTHYRONINE,LIOTHYRONINE SODIUM|Whole:::Protein",,,,,0,,0,0.75,88,,,,,,,,,,
,P46939,UTRN,Utrophin,,"UTRN_HUMAN, UTRN, DMDL, DRP1","Cell junction, Synapse, Postsynaptic cell membrane, Cytoplasm, Cytoskeleton","P46939 UTRN_HUMAN Utrophin P46939,Q5SYY1,Q5SZ57,Q9UJ40 Dystrophin-related protein 1 DMDL, DRP1","cortical actin cytoskeleton, cytoplasm, cytoskeleton, dystrophin-associated glycoprotein complex, extracellular exosome, filopodium, filopodium membrane, growth cone, membrane, neuromuscular junction, nucleoplasm, plasma membrane, postsynaptic membrane, protein-containing complex, sarcolemma",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=UTRN_HUMAN,https://cansarblack.icr.ac.uk/target/P46939/synopsis,,,,,,,,0,,0,-0.65,72,,,,,,,,,,
,P24385,CCND1,"G1/S-specific cyclin-D1",,"CCND1_HUMAN, CCND1, BCL1, PRAD1","Nucleus, Cytoplasm, Nucleus membrane","P24385 CCND1_HUMAN G1/S-specific cyclin-D1 P24385,Q6LEF0 B-cell lymphoma 1 protein, BCL-1 oncogene, PRAD1 oncogene BCL1, PRAD1","bicellular tight junction, cyclin-dependent protein kinase holoenzyme complex, cytoplasm, cytosol, nuclear membrane, nucleoplasm, nucleus, transcription repressor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CCND1_HUMAN,https://cansarblack.icr.ac.uk/target/P24385/synopsis,100.00|P24385|CCND1|PALBOCICLIB|Whole:::Protein,100.00|P24385|CCND1|PALBOCICLIB|Whole:::Protein,100.00|P24385|CCND1|PALBOCICLIB|Whole:::Protein,,,,,0,,0,1.85,96,,,,,,,,,,
,Q99743,NPAS2,"Neuronal PAS domain-containing protein 2",,"NPAS2_HUMAN, NPAS2, BHLHE9, MOP4, PASD4",Nucleus,"Q99743 NPAS2_HUMAN Neuronal PAS domain-containing protein 2 Q99743,Q4ZFV9,Q53SQ3,Q86V96,Q99629 Basic-helix-loop-helix-PAS protein MOP4, Class E basic helix-loop-helix protein 9, Member of PAS protein 4, PAS domain-containing protein 4 BHLHE9, MOP4, PASD4","chromatin, clock-bmal transcription complex, cytosol, nucleoplasm, nucleus, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NPAS2_HUMAN,https://cansarblack.icr.ac.uk/target/Q99743/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9UPN9,TRIM33,"E3 ubiquitin-protein ligase TRIM33",2.3.2.27,"TRI33_HUMAN, TRIM33, KIAA1113, RFG7, TIF1G",Nucleus,"Q9UPN9 TRI33_HUMAN E3 ubiquitin-protein ligase TRIM33 Q9UPN9,O95855,Q5TG72,Q5TG73,Q5TG74,Q9C017,Q9UJ79 Ectodermin homolog, RET-fused gene 7 protein, RING-type E3 ubiquitin transferase TRIM33, Transcription intermediary factor 1-gamma, Tripartite motif-containing protein 33 KIAA1113, RFG7, TIF1G","nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TRI33_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UPN9/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,P10636,MAPT,"Microtubule-associated protein tau",,"TAU_HUMAN, MAPT, MAPTL, MTBT1, TAU","Cytoplasm, Cytosol, Cell membrane, Cytoplasm, Cytoskeleton, Cell projection, Axon, Cell projection, Dendrite, Secreted","P10636 TAU_HUMAN Microtubule-associated protein tau P10636,P18518,Q14799,Q15549,Q15550,Q15551,Q1RMF6,Q53YB1,Q5CZI7,Q5XWF0,Q6QT54,Q9UDJ3,Q9UMH0,Q9UQ96 Neurofibrillary tangle protein, Paired helical filament-tau MAPTL, MTBT1, TAU","axolemma, axon, axon cytoplasm, cell body, cytoplasm, cytoplasmic ribonucleoprotein granule, cytosol, dendrite, dendritic spine, extracellular region, glial cell projection, growth cone, main axon, membrane raft, microtubule, microtubule cytoskeleton, mitochondrion, neurofibrillary tangle, neuron projection, neuronal cell body, nuclear periphery, nuclear speck, nucleus, plasma membrane, somatodendritic compartment, tubulin complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TAU_HUMAN,https://cansarblack.icr.ac.uk/target/P10636/synopsis,,,,,,,,0,,0,-0.25,77,,,,,,,,,,
,Q02241,KIF23,"Kinesin-like protein KIF23",,"KIF23_HUMAN, KIF23, KNSL5, MKLP1","Nucleus, Cytoplasm, Cytoskeleton, Spindle, Midbody, Midbody ring","Q02241 KIF23_HUMAN Kinesin-like protein KIF23 Q02241,B4E1K0,Q8WVP0 Kinesin-like protein 5, Mitotic kinesin-like protein 1 KNSL5, MKLP1","centralspindlin complex, centrosome, cytosol, flemming body, focal adhesion, kinesin complex, microtubule, midbody, mitotic spindle, nucleoplasm, nucleus, spindle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KIF23_HUMAN,https://cansarblack.icr.ac.uk/target/Q02241/synopsis,,,,,,,,0,,0,0.2,82,,,,,,,,,,
,O00327,ARNTL,"Aryl hydrocarbon receptor nuclear translocator-like protein 1",,"BMAL1_HUMAN, ARNTL, BHLHE5, BMAL1, MOP3, PASD3","Nucleus, Cytoplasm, Nucleus, PML body","O00327 BMAL1_HUMAN Aryl hydrocarbon receptor nuclear translocator-like protein 1 O00327,A2I2N6,A8K645,B5ME11,B7WPG7,D3DQW6,O00313,O00314,O00315,O00316,O00317,Q4G136,Q8IUT4,Q99631,Q99649 Basic-helix-loop-helix-PAS protein MOP3, Brain and muscle ARNT-like 1, Class E basic helix-loop-helix protein 5, Member of PAS protein 3, PAS domain-containing protein 3, bHLH-PAS protein JAP3 BHLHE5, BMAL1, MOP3, PASD3","aryl hydrocarbon receptor complex, chromatin, chromatoid body, intracellular membrane-bounded organelle, nucleoplasm, nucleus, pml body, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BMAL1_HUMAN,https://cansarblack.icr.ac.uk/target/O00327/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q13151,HNRNPA0,"Heterogeneous nuclear ribonucleoprotein A0",,"ROA0_HUMAN, HNRNPA0, HNRPA0",Nucleus,"Q13151 ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 Q13151,Q6IB18  HNRPA0","nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ROA0_HUMAN,https://cansarblack.icr.ac.uk/target/Q13151/synopsis,,,,,,,,0,,0,-1,68,,,,,,,,,,
,O95863,SNAI1,"Zinc finger protein SNAI1",,"SNAI1_HUMAN, SNAI1, SNAH","Nucleus, Cytoplasm","O95863 SNAI1_HUMAN Zinc finger protein SNAI1 O95863,B2R842,Q9P113,Q9UBP7,Q9UHH7 Protein snail homolog 1 SNAH","cytoplasm, cytosol, fibrillar center, intracellular membrane-bounded organelle, nucleoplasm, nucleus, pericentric heterochromatin",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SNAI1_HUMAN,https://cansarblack.icr.ac.uk/target/O95863/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
