search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,Q86TM6,SYVN1,"E3 ubiquitin-protein ligase synoviolin",2.3.2.27,"SYVN1_HUMAN, SYVN1, HRD1, KIAA1810","Endoplasmic reticulum membrane","Q86TM6 SYVN1_HUMAN E3 ubiquitin-protein ligase synoviolin Q86TM6,Q8N3K3,Q8N6E8,Q96JL5,Q96PK3 RING-type E3 ubiquitin transferase synoviolin, Synovial apoptosis inhibitor 1 HRD1, KIAA1810","cytoplasm, derlin-1 retrotranslocation complex, endoplasmic reticulum, endoplasmic reticulum membrane, endoplasmic reticulum quality control compartment, hrd1p ubiquitin ligase complex, hrd1p ubiquitin ligase erad-l complex, integral component of endoplasmic reticulum membrane, membrane, nucleoplasm, smooth endoplasmic reticulum",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SYVN1_HUMAN,https://cansarblack.icr.ac.uk/target/Q86TM6/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P47914,RPL29,"60S ribosomal protein L29",,"RL29_HUMAN, RPL29",,"P47914 RL29_HUMAN 60S ribosomal protein L29 P47914,A8K0H3,B2R4M8,Q6IPY3 Cell surface heparin-binding protein HIP, Large ribosomal subunit protein eL29 ","cytosol, cytosolic large ribosomal subunit, cytosolic ribosome, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RL29_HUMAN,https://cansarblack.icr.ac.uk/target/P47914/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P50148,GNAQ,"Guanine nucleotide-binding protein G(q) subunit alpha",,"GNAQ_HUMAN, GNAQ, GAQ","Cell membrane, Golgi apparatus, Nucleus, Nucleus membrane","P50148 GNAQ_HUMAN Guanine nucleotide-binding protein G(q) subunit alpha P50148,O15108,Q13462,Q6NT27,Q92471,Q9BZB9 Guanine nucleotide-binding protein alpha-q GAQ","cytoplasm, extracellular exosome, golgi apparatus, heterotrimeric g-protein complex, lysosomal membrane, nuclear membrane, photoreceptor outer segment, plasma membrane, synapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GNAQ_HUMAN,https://cansarblack.icr.ac.uk/target/P50148/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O75385,ULK1,"Serine/threonine-protein kinase ULK1",2.7.11.1,"ULK1_HUMAN, ULK1, KIAA0722","Cytoplasm, Cytosol, Preautophagosomal structure","O75385 ULK1_HUMAN Serine/threonine-protein kinase ULK1 O75385,Q9UQ28 Autophagy-related protein 1 homolog, Unc-51-like kinase 1 KIAA0722","atg1/ulk1 kinase complex, autophagosome, axon, cytoplasm, cytosol, endoplasmic reticulum membrane, extrinsic component of autophagosome membrane, extrinsic component of omegasome membrane, extrinsic component of phagophore assembly site membrane, mitochondrial outer membrane, phagophore assembly site membrane, recycling endosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ULK1_HUMAN,https://cansarblack.icr.ac.uk/target/O75385/synopsis,36.67|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein,,36.67|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein,,,,,0,,0,-0.2,77,,,,,,,,,,
,Q9NP77,SSU72,"RNA polymerase II subunit A C-terminal domain phosphatase SSU72",3.1.3.16,"SSU72_HUMAN, SSU72","Nucleus, Cytoplasm","Q9NP77 SSU72_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase SSU72 Q9NP77,Q9BZS6,Q9H933  ","cytosol, mrna cleavage and polyadenylation specificity factor complex, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SSU72_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NP77/synopsis,,,,,,,,0,,0,-1.95,59,,,,,,,,,,
,Q9UKV5,AMFR,"E3 ubiquitin-protein ligase AMFR",2.3.2.36,"AMFR_HUMAN, AMFR, RNF45","Endoplasmic reticulum membrane","Q9UKV5 AMFR_HUMAN E3 ubiquitin-protein ligase AMFR Q9UKV5,P26442,Q8IZ70 Autocrine motility factor receptor, RING finger protein 45, gp78 RNF45","cytosol, dendrite, derlin-1 retrotranslocation complex, endoplasmic reticulum, endoplasmic reticulum membrane, endoplasmic reticulum quality control compartment, golgi apparatus, growth cone, integral component of endoplasmic reticulum membrane, integral component of membrane, membrane, neuronal cell body, nucleus, perinuclear region of cytoplasm, protein-containing complex, ubiquitin ligase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=AMFR_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UKV5/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9Y3E5,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial",3.1.1.29,"PTH2_HUMAN, PTRH2, BIT1, PTH2",Mitochondrion,"Q9Y3E5 PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial Q9Y3E5,B3KUY4,Q9NTE5 Bcl-2 inhibitor of transcription 1 BIT1, PTH2","cytosol, membrane, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PTH2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9Y3E5/synopsis,,,,,,,,0,,0,0.1,81,,,,,,,,,,
,P62937,PPIA,"Peptidyl-prolyl cis-trans isomerase A",5.2.1.8,"PPIA_HUMAN, PPIA, CYPA","Cytoplasm, Secreted, Nucleus","P62937 PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A P62937,A8K220,P05092,Q3KQW3,Q567Q0,Q6IBU5,Q96IX3,Q9BRU4,Q9BTY9,Q9UC61 Cyclophilin A, Cyclosporin A-binding protein, Rotamase A CYPA","cytoplasm, cytosol, extracellular exosome, extracellular region, extracellular space, ficolin-1-rich granule lumen, focal adhesion, intracellular membrane-bounded organelle, membrane, nucleus, protein-containing complex, secretory granule lumen, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PPIA_HUMAN,https://cansarblack.icr.ac.uk/target/P62937/synopsis,100.00|P62937|PPIA|CYCLOSPORINE|Whole:::Protein,100.00|P62937|PPIA|CYCLOSPORINE|Whole:::Protein||64.46|P23284|PPIB|CYCLOSPORINE|Whole:::Protein,100.00|P62937|PPIA|CYCLOSPORINE|Whole:::Protein||64.46|P23284|PPIB|CYCLOSPORINE|Whole:::Protein,,,,,0,,0,-0.3,76,,,,,,,,,,
,O15111,CHUK,"Inhibitor of nuclear factor kappa-B kinase subunit alpha",2.7.11.10,"IKKA_HUMAN, CHUK, IKKA, TCF16","Cytoplasm, Nucleus","O15111 IKKA_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit alpha O15111,O14666,Q13132,Q5W0I4,Q92467 Conserved helix-loop-helix ubiquitous kinase, I-kappa-B kinase 1, Nuclear factor NF-kappa-B inhibitor kinase alpha, Transcription factor 16 IKKA, TCF16","cd40 receptor complex, cytoplasm, cytoplasmic side of plasma membrane, cytosol, ikappab kinase complex, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=IKKA_HUMAN,https://cansarblack.icr.ac.uk/target/O15111/synopsis,35.88|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein,,35.88|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein,,,,,0,,0,1.2,92,,,,,,,,,,
,O43683,BUB1,"Mitotic checkpoint serine/threonine-protein kinase BUB1",2.7.11.1,"BUB1_HUMAN, BUB1, BUB1L","Nucleus, Chromosome, Centromere, Kinetochore","O43683 BUB1_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 O43683,E9PC26,F5GXI5,O43430,O43643,O60626,Q53QE4 BUB1A BUB1L","condensed chromosome kinetochore, condensed nuclear chromosome kinetochore, condensed nuclear chromosome outer kinetochore, cytosol, intracellular membrane-bounded organelle, kinetochore, membrane, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BUB1_HUMAN,https://cansarblack.icr.ac.uk/target/O43683/synopsis,,,,,,,,0,,0,0.2,82,,,,,,,,,,
,P63173,RPL38,"60S ribosomal protein L38",,"RL38_HUMAN, RPL38",,"P63173 RL38_HUMAN 60S ribosomal protein L38 P63173,B2R5A8,P23411 Large ribosomal subunit protein eL38 ","cytosol, cytosolic large ribosomal subunit, cytosolic ribosome, eukaryotic 80s initiation complex, focal adhesion, polysomal ribosome, postsynaptic density",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RL38_HUMAN,https://cansarblack.icr.ac.uk/target/P63173/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P35606,COPB2,"Coatomer subunit beta'",,"COPB2_HUMAN, COPB2","Cytoplasm, Cytosol, Golgi apparatus membrane, Cytoplasmic vesicle, COPI-coated vesicle membrane","P35606 COPB2_HUMAN Coatomer subunit beta' P35606,B4DZI8 Beta'-coat protein, p102 ","copi vesicle coat, cytosol, endoplasmic reticulum membrane, golgi membrane, transport vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=COPB2_HUMAN,https://cansarblack.icr.ac.uk/target/P35606/synopsis,,,,,,,,0,,0,1,90,,,,,,,,,,
,O94973,AP2A2,"AP-2 complex subunit alpha-2",,"AP2A2_HUMAN, AP2A2, ADTAB, CLAPA2, HIP9, HYPJ, KIAA0899","Cell membrane, Membrane, Coated pit","O94973 AP2A2_HUMAN AP-2 complex subunit alpha-2 O94973,O75403,Q53ET1,Q96SI8 100 kDa coated vesicle protein C, Adaptor protein complex AP-2 subunit alpha-2, Adaptor-related protein complex 2 subunit alpha-2, Alpha-adaptin C, Alpha2-adaptin, Clathrin assembly protein complex 2 alpha-C large chain, Huntingtin yeast partner J, Huntingtin-interacting protein 9, Huntingtin-interacting protein J, Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit ADTAB, CLAPA2, HIP9, HYPJ, KIAA0899","ap-2 adaptor complex, clathrin-coated endocytic vesicle, clathrin-coated endocytic vesicle membrane, cytoplasmic vesicle, cytosol, endocytic vesicle membrane, endolysosome membrane, ficolin-1-rich granule membrane, plasma membrane, secretory granule membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=AP2A2_HUMAN,https://cansarblack.icr.ac.uk/target/O94973/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,P09429,HMGB1,"High mobility group protein B1",,"HMGB1_HUMAN, HMGB1, HMG1","Nucleus, Chromosome, Cytoplasm, Secreted, Cell membrane, Endosome, Endoplasmic reticulum-Golgi intermediate compartment","P09429 HMGB1_HUMAN High mobility group protein B1 P09429,A5D8W9,Q14321,Q5T7C3,Q6IBE1 High mobility group protein 1 HMG1","alphav-beta3 integrin-hmgb1 complex, cell surface, condensed chromosome, early endosome, endoplasmic reticulum-golgi intermediate compartment, extracellular region, extracellular space, ficolin-1-rich granule lumen, neuron projection, nucleoplasm, nucleus, secretory granule lumen, transcription repressor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=HMGB1_HUMAN,https://cansarblack.icr.ac.uk/target/P09429/synopsis,,,,,,,,0,,0,-0.6,73,,,,,,,,,,
,P25098,GRK2,"Beta-adrenergic receptor kinase 1",2.7.11.15,"ARBK1_HUMAN, GRK2, ADRBK1, BARK, BARK1","Cytoplasm, Cell membrane","P25098 ARBK1_HUMAN Beta-adrenergic receptor kinase 1 P25098,B0ZBE1,Q13837,Q6GTT3 G-protein coupled receptor kinase 2 ADRBK1, BARK, BARK1","cilium, cytoplasm, cytosol, membrane, plasma membrane, synapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ARBK1_HUMAN,https://cansarblack.icr.ac.uk/target/P25098/synopsis,33.24|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein,,,,,,,0,,0,-1.55,63,,,,,,,,,,
,P68032,ACTC1,"Actin, alpha cardiac muscle 1",,"ACTC_HUMAN, ACTC1, ACTC","Cytoplasm, Cytoskeleton","P68032 ACTC_HUMAN Actin, alpha cardiac muscle 1 P68032,P04270 Alpha-cardiac actin ACTC","actin filament, blood microparticle, cell body, cytoplasm, cytosol, dynactin complex, extracellular exosome, extracellular space, filopodium, focal adhesion, i band, lamellipodium, membrane, sarcomere",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ACTC_HUMAN,https://cansarblack.icr.ac.uk/target/P68032/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P26641,EEF1G,"Elongation factor 1-gamma",,"EF1G_HUMAN, EEF1G, EF1G",,"P26641 EF1G_HUMAN Elongation factor 1-gamma P26641,B4DTG2,Q6PJ62,Q6PK31,Q96CU2,Q9P196 eEF-1B gamma EF1G","cytoplasm, cytosol, extracellular exosome, membrane, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EF1G_HUMAN,https://cansarblack.icr.ac.uk/target/P26641/synopsis,,,,,,,,0,,0,-1.6,63,,,,,,,,,,
,P36578,RPL4,"60S ribosomal protein L4",,"RL4_HUMAN, RPL4, RPL1",,"P36578 RL4_HUMAN 60S ribosomal protein L4 P36578,A8K502,P39029,Q4VBR0,Q969Z9 60S ribosomal protein L1, Large ribosomal subunit protein uL4 RPL1","cytoplasm, cytosol, cytosolic large ribosomal subunit, cytosolic ribosome, extracellular exosome, focal adhesion, membrane, nucleolus, nucleus, ribonucleoprotein complex, rough endoplasmic reticulum",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RL4_HUMAN,https://cansarblack.icr.ac.uk/target/P36578/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P35249,RFC4,"Replication factor C subunit 4",,"RFC4_HUMAN, RFC4",Nucleus,"P35249 RFC4_HUMAN Replication factor C subunit 4 P35249,B4DM41,D3DNV2,Q6FHX7 Activator 1 37 kDa subunit, Activator 1 subunit 4, Replication factor C 37 kDa subunit ","ctf18 rfc-like complex, dna replication factor c complex, elg1 rfc-like complex, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RFC4_HUMAN,https://cansarblack.icr.ac.uk/target/P35249/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P05455,SSB,"Lupus La protein",,"LA_HUMAN, SSB",Nucleus,"P05455 LA_HUMAN Lupus La protein P05455,Q15367,Q53XJ4 La autoantigen, La ribonucleoprotein, Sjoegren syndrome type B antigen ","chromosome, cytoplasm, nucleus, ribonucleoprotein complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=LA_HUMAN,https://cansarblack.icr.ac.uk/target/P05455/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q16537,PPP2R5E,"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform",,"2A5E_HUMAN, PPP2R5E",Cytoplasm,"Q16537 2A5E_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform Q16537,A4FU37,B7ZAW5,B7ZKK8,B7ZKK9,J3KQN6,Q52LW4 PP2A B subunit isoform B'-epsilon, PP2A B subunit isoform B56-epsilon, PP2A B subunit isoform PR61-epsilon, PP2A B subunit isoform R5-epsilon ","cytoplasm, cytosol, nucleus, protein phosphatase type 2a complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=2A5E_HUMAN,https://cansarblack.icr.ac.uk/target/Q16537/synopsis,,,,,,,,0,,0,-1.75,61,,,,,,,,,,
,Q8IXI1,RHOT2,"Mitochondrial Rho GTPase 2",3.6.5.-,"MIRO2_HUMAN, RHOT2, ARHT2, C16orf39","Mitochondrion outer membrane","Q8IXI1 MIRO2_HUMAN Mitochondrial Rho GTPase 2 Q8IXI1,A2IDC2,Q8NF53,Q96C13,Q96S17,Q9BT60,Q9H7M8 Ras homolog gene family member T2 ARHT2, C16orf39","cytosol, integral component of mitochondrial outer membrane, membrane, mitochondrial outer membrane, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MIRO2_HUMAN,https://cansarblack.icr.ac.uk/target/Q8IXI1/synopsis,,,,,,,,0,,0,0.65,86,,,,,,,,,,
,Q8WYH8,ING5,"Inhibitor of growth protein 5",,"ING5_HUMAN, ING5","Nucleus, Chromosome","Q8WYH8 ING5_HUMAN Inhibitor of growth protein 5 Q8WYH8,A8K1P3,Q53NU6,Q57Z54,Q9BS30 p28ING5 ","chromosome, histone acetyltransferase complex, moz/morf histone acetyltransferase complex, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ING5_HUMAN,https://cansarblack.icr.ac.uk/target/Q8WYH8/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P15498,VAV1,"Proto-oncogene vav",,"VAV_HUMAN, VAV1, VAV",,"P15498 VAV_HUMAN Proto-oncogene vav P15498,B4DVK9,M0QXX6,Q15860  VAV","cell-cell junction, cytosol, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=VAV_HUMAN,https://cansarblack.icr.ac.uk/target/P15498/synopsis,"30.52|P07947|YES1|DASATINIB,VANDETANIB|Whole:::Protein",,,,,,,0,,0,1.45,94,,,,,,,,,,
,Q58A45,PAN3,"PAN2-PAN3 deadenylation complex subunit PAN3",,"PAN3_HUMAN, PAN3","Cytoplasm, P-body","Q58A45 PAN3_HUMAN PAN2-PAN3 deadenylation complex subunit PAN3 Q58A45,A0N0X1,A1A4Y8,A1A4Y9,B1ALF1,B7Z3W7,Q0D2P2,Q5HYG6,Q5T515,Q5T516,Q5TBA0,Q76E13,Q8NBA6 PAB1P-dependent poly(A)-specific ribonuclease, Poly(A)-nuclease deadenylation complex subunit 3 ","cytosol, p-body, pan complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PAN3_HUMAN,https://cansarblack.icr.ac.uk/target/Q58A45/synopsis,,,,,,,,0,,0,1.15,92,,,,,,,,,,
,Q9NZM3,ITSN2,Intersectin-2,,"ITSN2_HUMAN, ITSN2, KIAA1256, SH3D1B, SWAP",Cytoplasm,"Q9NZM3 ITSN2_HUMAN Intersectin-2 Q9NZM3,O95062,Q15812,Q9HAK4,Q9NXE6,Q9NYG0,Q9NZM2,Q9ULG4 SH3 domain-containing protein 1B, SH3P18, SH3P18-like WASP-associated protein KIAA1256, SH3D1B, SWAP","centrosome, clathrin-coated pit, cytoplasm, extracellular exosome, presynapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ITSN2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NZM3/synopsis,"26.20|P11274|BCR|PONATINIB,PONATINIB HYDROCHLORIDE|Whole:::Protein",,,,,,,0,,0,0.4,84,,,,,,,,,,
,Q14684,RRP1B,"Ribosomal RNA processing protein 1 homolog B",,"RRP1B_HUMAN, RRP1B, KIAA0179","Nucleus, Nucleolus, Nucleus, Nucleoplasm, Chromosome, Nucleus, Nucleoplasm","Q14684 RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B Q14684,Q8TBZ4 RRP1-like protein B KIAA0179","chromosome, cytosol, granular component, nucleolus, nucleoplasm, nucleus, preribosome, preribosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RRP1B_HUMAN,https://cansarblack.icr.ac.uk/target/Q14684/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P55209,NAP1L1,"Nucleosome assembly protein 1-like 1",,"NP1L1_HUMAN, NAP1L1, NRP","Nucleus, Melanosome, Cytoplasm","P55209 NP1L1_HUMAN Nucleosome assembly protein 1-like 1 P55209,B3KNT8,B3KV44 NAP-1-related protein NRP","chromatin, cytoplasm, melanosome, membrane, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NP1L1_HUMAN,https://cansarblack.icr.ac.uk/target/P55209/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q8N140,EID3,"EP300-interacting inhibitor of differentiation 3",,"EID3_HUMAN, EID3","Nucleus, Cytoplasm, Chromosome, Telomere","Q8N140 EID3_HUMAN EP300-interacting inhibitor of differentiation 3 Q8N140 E1A-like inhibitor of differentiation 3, EID-1-like inhibitor of differentiation 3, Non-structural maintenance of chromosomes element 4 homolog B ","chromosome, cytoplasm, nucleolus, nucleoplasm, nucleus, smc5-smc6 complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EID3_HUMAN,https://cansarblack.icr.ac.uk/target/Q8N140/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q14203,DCTN1,"Dynactin subunit 1",,"DCTN1_HUMAN, DCTN1","Cytoplasm, Cytoplasm, Cytoskeleton, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Centriole, Cytoplasm, Cytoskeleton, Spindle, Nucleus envelope, Cytoplasm, Cell cortex","Q14203 DCTN1_HUMAN Dynactin subunit 1 Q14203,A8MY36,B4DM45,E9PFS5,E9PGE1,G5E9H4,O95296,Q6IQ37,Q9BRM9,Q9UIU1,Q9UIU2 150 kDa dynein-associated polypeptide, DAP-150, p135, p150-glued ","axon, cell cortex, cell cortex region, centriolar subdistal appendage, centriole, centrosome, cytoplasm, cytosol, dynein complex, intercellular bridge, kinetochore, membrane, microtubule, microtubule associated complex, microtubule cytoskeleton, microtubule plus-end, mitotic spindle, neuron projection, neuronal cell body, nuclear envelope, nucleus, spindle, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DCTN1_HUMAN,https://cansarblack.icr.ac.uk/target/Q14203/synopsis,,,,,,,,0,,0,-1.6,63,,,,,,,,,,
,O95166,GABARAP,"Gamma-aminobutyric acid receptor-associated protein",,"GBRAP_HUMAN, GABARAP, FLC3B","Endomembrane system, Cytoplasm, Cytoskeleton, Golgi apparatus membrane, Cytoplasmic vesicle, Autophagosome, Cytoplasmic vesicle","O95166 GBRAP_HUMAN Gamma-aminobutyric acid receptor-associated protein O95166 GABA(A) receptor-associated protein, MM46 FLC3B","actin cytoskeleton, autophagosome, autophagosome membrane, axoneme, cell body, cytoplasmic vesicle, cytosol, golgi membrane, lysosome, microtubule, microtubule associated complex, perinuclear region of cytoplasm, plasma membrane, smooth endoplasmic reticulum, sperm midpiece, synapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GBRAP_HUMAN,https://cansarblack.icr.ac.uk/target/O95166/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P50914,RPL14,"60S ribosomal protein L14",,"RL14_HUMAN, RPL14",,"P50914 RL14_HUMAN 60S ribosomal protein L14 P50914,Q45RF0,Q53G20,Q8TBD5,Q8WUT0,Q92579,Q96GR0,Q9BSB8,Q9BW65,Q9BYF6 CAG-ISL 7, Large ribosomal subunit protein eL14 ","cytosol, cytosolic large ribosomal subunit, cytosolic ribosome, extracellular exosome, membrane, postsynaptic density",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RL14_HUMAN,https://cansarblack.icr.ac.uk/target/P50914/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9Y2U5,MAP3K2,"Mitogen-activated protein kinase kinase kinase 2",2.7.11.25,"M3K2_HUMAN, MAP3K2, MAPKKK2, MEKK2","Cytoplasm, Nucleus","Q9Y2U5 M3K2_HUMAN Mitogen-activated protein kinase kinase kinase 2 Q9Y2U5,B9EG87,Q53QL9,Q53S75,Q59GZ6,Q8NC32,Q9NYK3 MAPK/ERK kinase kinase 2 MAPKKK2, MEKK2","cytosol, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=M3K2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9Y2U5/synopsis,"35.84|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,"35.84|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||35.16|P52333|JAK3|BARICITINIB,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein",,,,,0,,0,-0.05,79,,,,,,,,,,
,P31948,STIP1,"Stress-induced-phosphoprotein 1",,"STIP1_HUMAN, STIP1","Cytoplasm, Nucleus, Dynein axonemal particle","P31948 STIP1_HUMAN Stress-induced-phosphoprotein 1 P31948,B4DM70,F5H0T1,G3XAD8,Q3ZCU9,Q5TZU9 Hsc70/Hsp90-organizing protein, Renal carcinoma antigen NY-REN-11, Transformation-sensitive protein IEF SSP 3521 ","chaperone complex, cytosol, dynein axonemal particle, golgi apparatus, nucleus, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=STIP1_HUMAN,https://cansarblack.icr.ac.uk/target/P31948/synopsis,,,,,,,,0,,0,0.9,89,,,,,,,,,,
,Q8IWQ3,BRSK2,"Serine/threonine-protein kinase BRSK2",2.7.11.1,"BRSK2_HUMAN, BRSK2, C11orf7, PEN11B, SADA, STK29","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Perinuclear region, Endoplasmic reticulum","Q8IWQ3 BRSK2_HUMAN Serine/threonine-protein kinase BRSK2 Q8IWQ3,B3KVE9,E9PLM7,O60843,O95099,Q5J5B4,Q6ZMQ4,Q8TB60 Brain-selective kinase 2, Brain-specific serine/threonine-protein kinase 2, Serine/threonine-protein kinase 29, Serine/threonine-protein kinase SAD-A C11orf7, PEN11B, SADA, STK29","centrosome, cytoplasm, distal axon, endoplasmic reticulum, nucleus, perinuclear region of cytoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BRSK2_HUMAN,https://cansarblack.icr.ac.uk/target/Q8IWQ3/synopsis,"34.12|O75116|ROCK2|NETARSUDIL,unnamed compound|Whole:::Protein",,,,,,,0,,0,-0.7,72,,,,,,,,,,
